import_rank,pmid,metadata_retrieval_status,metadata_source,title,vernacular_title,abstract,all_authors,author_count,collective_authors,journal,journal_abbreviation,publication_date,publication_year,volume,issue,pages_or_elocation,doi,pmcid,other_article_ids,language,publication_types,mesh_terms,keywords,country,citation_status,has_abstract,explicit_pfild_title,explicit_ppf_title,explicit_pfild_anywhere,explicit_ppf_anywhere,non_ipf_context_flag,ipf_only_suspected_flag,machine_recall_priority,pubmed_url
212,40754253,complete,NCBI PubMed EFetch XML,Decoding objective cough features in progressive pulmonary fibrosis: A 6-month feasibility study.,,"OBJECTIVES: Cough is a significant medical problem in progressive pulmonary fibrosis. This study assessed the feasibility of utilizing an objective cough monitoring device over an extended duration and whether big data analytics could correlate with the Leicester Cough (LCQ) and King's Brief Interstitial Lung Disease (K-BILD) questionnaires.
METHODS: Patients with progressive pulmonary fibrosis were enrolled and followed throughout the six-month protocol. The primary outcome was for the participants to use the device for more than 70% of the days of the expected study duration. The secondary outcome involved an exploratory big data analysis, correlating the measurements from the device to the questionnaires scores.
RESULTS: Eight patients were enrolled in the study. Only one met the primary outcome. Nevertheless, the amount of data recorded during the study allowed for the correlation of cough intensity with the scores of LCQ and K-BILD. Cough count varied over time in all the patients, independently of the questionnaires.
CONCLUSION: For the first time, this study suggests that long-term digital cough data obtained directly from the patients through wearables may enable monitoring the course of diseases such as progressive pulmonary fibrosis.","Feist, Micheal D; Huang, Yiming; Kalluri, Meena; Cole, Janis; Naikyar, Esmatullah; Boulanger, Pierre; Zanini, Umberto; Birring, Surinder; Ferrara, Giovanni",9,,The American journal of medicine,Am J Med,2025-08-05,2025,139,1,99-107.e9,10.1016/j.amjmed.2025.07.027,,pii:S0002-9343(25)00470-X,eng,Journal Article,Humans; Cough / etiology / diagnosis / physiopathology; Feasibility Studies; Male; Female; Middle Aged; Aged; Pulmonary Fibrosis / complications / physiopathology / diagnosis; Surveys and Questionnaires; Disease Progression; Wearable Electronic Devices,Big data; Cough; Machine learning; Patient reported outcome measures; Predictive analysis; Progressive pulmonary fibrosis,United States,MEDLINE,True,False,True,False,True,False,False,high,https://pubmed.ncbi.nlm.nih.gov/40754253/
213,40752534,complete,NCBI PubMed EFetch XML,The regulatory role of FABP4 in macrophage polarization and lipid accumulation in silicosis.,,"Silicosis is a progressive pulmonary fibrosis, typically associated with occupational exposure to SiO2. Currently, there is no effective treatment for it. Macrophages are the first line of defense against inhaled dust in the lungs, and the inflammatory response and lipid metabolism disorder initiated by them are the key pathological mechanisms of silicosis. In this study, we first observed the lipid metabolism disorder and inflammatory response level in patients with silicosis, and then explored the mechanism of macrophage polarization and lipid metabolism disorder, especially the mechanism of the highly specific intracellular lipid transporter FABP4. The results showed that the expression of FABP4, inflammatory factors and lipid metabolism related indicators, such as IL-1β, IL-6, TNF-α, TC, TG, LDL-C and CD36 were increased in silicosis patients and alveolar macrophages, while the expression of LXR and ABCA1 was lower than that in the control group. In addition, SiO2 treatment also enhanced the expression of FABP4 in mice and RAW264.7 cells, increased lipid droplet deposition, and the cellular content of TC, FC and TG in RAW264.7 cells. Inhibiting FABP4 can suppress M1 polarization of RAW264.7 cells and reduce intracellular TC, FC and TG levels. Furthermore, FABP4 upregulation after SiO2 treatment seemed to activate the PI3K/AKT/mTOR signaling pathway in RAW264.7 cells, and the expression of p-PI3K, p-AKT, and p-mTOR increased. Inhibition of FABP4 can weaken the activation of the PI3K/AKT/mTOR pathway, M1 polarization and intracellular lipid deposition. Similarly, the PI3K inhibitor LY294002 can inhibit SiO2-induced macrophage polarization, reduce the intracellular contents of TC, FC and TG, and prevent lipid deposition. In conclusion, our results suggest that patients with silicosis and alveolar macrophages exhibit lipid metabolism disorder and inflammatory response. FABP4 plays a role in the progression of silicosis by regulating the activation of the PI3K/AKT/mTOR pathway, participating in SiO2-induced M1 polarization of macrophages and the accumulation of intracellular cholesterol components.","Liu, Shupeng; Zhang, Yue; Wan, Fangze; Kang, Jingwen; Song, Qiong; Liu, Heliang; He, Hailan; Wang, Hongli; Yang, Fang",9,,Cellular signalling,Cell Signal,2025-07-31,2025,135,,112041,10.1016/j.cellsig.2025.112041,,pii:S0898-6568(25)00456-5,eng,Journal Article,"Animals; Silicosis / metabolism / pathology; Fatty Acid-Binding Proteins / metabolism / genetics; Mice; RAW 264.7 Cells; Humans; Lipid Metabolism; Male; Macrophages / metabolism; Middle Aged; Female; Signal Transduction; Phosphatidylinositol 3-Kinases / metabolism; Macrophages, Alveolar / metabolism; Silicon Dioxide / toxicity; Cell Polarity; Proto-Oncogene Proteins c-akt / metabolism; Mice, Inbred C57BL",FABP4; Inflammatory; Lipid metabolism disorder; Macrophage polarization; Silicosis,England,MEDLINE,True,False,False,False,True,False,False,medium,https://pubmed.ncbi.nlm.nih.gov/40752534/
214,40751157,complete,NCBI PubMed EFetch XML,Serum Krebs von den Lungen-6 as a potential biomarker for early diagnosis of silicosis: a case-control study.,,"BACKGROUND: Silicosis is an irreversible and progressive pulmonary fibrosis that results in prolonged inhalation of crystalline silica. Despite its significant impact, no specific blood biomarkers currently exist for the early diagnosis of this disease. This study aims to evaluate the levels of Krebs von den Lungen-6 (KL-6) in patients with early-stage silicosis and explore its potential as a diagnostic biomarker.
METHODS: Blood samples were collected from 40 stage I silicosis patients, 57 dust-exposed workers (DEWs), and 70 healthy controls (HCs). The concentrations of KL-6, C-reactive protein (CRP), and angiotensin-converting enzyme (ACE) were measured using the automatic biochemical analyzer. Receiver operating characteristic (ROC) curve analysis was utilized to evaluate the diagnostic efficacy of KL-6, in combination with other biomarkers for the early stage of silicosis. The association between lung function and KL-6 levels in silicosis patients was evaluated using partial correlation analysis.
RESULTS: Serum levels of KL-6, CRP, and ACE were remarkably elevated in stage I silicosis patients compared to HCs and DEWs. KL-6 demonstrated an adjusted area under the curve (AUC) of 0.770 for distinguishing stage I silicosis patients from HCs, with a sensitivity of 80.0% and a specificity of 70.0%. When comparing silicosis patients to DEWs, KL-6 alone achieved an adjusted AUC of 0.735, with sensitivity and specificity of 45.0% and 89.5%, correspondingly. The integration of KL-6, CRP, and ACE demonstrated the highest diagnostic efficacy among all tested combinations. Furthermore, serum KL-6 levels were negatively correlated with vital capacity (VC) in silicosis patients.
CONCLUSIONS: Serum KL-6 may serve as a potential biomarker for early silicosis diagnosis. Its diagnostic performance is significantly improved when combined with CRP ad ACE, offering a potential multi-biomarker approach for enhanced detection in the early stages of the disease. Further validation in larger and more diverse populations is needed to confirm its clinical utility.","Nong, Qiying; Zhu, Xuehua; Zhong, Lin; Li, Ying; Yao, Liang; Hu, Zhiming; Wu, Shan; Zou, Ziping; Li, Cong; Liu, Zhifang; Chen, Kengkeng; Zhang, Bizhu; Wei, Wei; Qin, Yiru; Huang, Yongshun; Zhao, Na; Xia, Lihua",17,,BMC pulmonary medicine,BMC Pulm Med,2025-08-01,2025,25,1,366,10.1186/s12890-025-03820-9,PMC12315361,pii:10.1186/s12890-025-03820-9,eng,Journal Article,Humans; Silicosis / diagnosis / blood; Mucin-1 / blood; Biomarkers / blood; Male; Middle Aged; Case-Control Studies; Early Diagnosis; Female; C-Reactive Protein / analysis / metabolism; ROC Curve; Adult; Peptidyl-Dipeptidase A / blood; Sensitivity and Specificity; Aged,Early diagnosis; Krebs von Den Lungen-6; Lung function; Serum biomarkers; Silicosis,England,MEDLINE,True,False,False,False,True,False,False,medium,https://pubmed.ncbi.nlm.nih.gov/40751157/
215,40720784,complete,NCBI PubMed EFetch XML,Choline and CCL22 Are Prognostic Blood Biomarkers for Hermansky-Pudlak Syndrome Pulmonary Fibrosis.,,"Identifying molecular biomarkers of pulmonary fibrosis (PF) would improve monitoring the disease progression and response to treatment. Hermansky-Pudlak syndrome (HPS)PF is an inherited type of progressive PF with accelerated onset of PF in patients with HPS type 1 (HPS-1). HPSPF could serve as a model to study biomarkers of progressive PF, given that all individuals with HPS-1 eventually develop HPSPF. We used a multiomics strategy to discover progressive blood biomarkers that can recognize factors contributing to the fibrotic cascade in the lungs of individuals with HPS. Metabolomic and cytokine/chemokine profiling were performed on serum samples from patients with HPS-1, HPS-1 with PF (HPSPF), HPS-3, HPS-5, or idiopathic PF and healthy volunteers. Metabolomics, cytokine/chemokine, pulmonary function, and age data from subjects with HPS-1 and HPSPF were integrated into a multiomics network. The analysis highlighted alterations in the transsulfuration pathway, arginine metabolism, and redox balance with the progression of PF in HPS-1. Among those, CCL22 and choline were significantly elevated in HPSPF compared with HPS-1 in two independent cohorts together with age and were associated with decline of pulmonary function. In receiver operating characteristic curve analysis, both CCL22 and choline demonstrated high accuracy in predicting PF in subjects with HPS-1 and therefore could serve as prognostic blood biomarkers of HPSPF. We noted similarity in molecular signatures of CCL22 in progressive idiopathic PF and HPSPF. We found that inducible nitric oxide synthase is an upstream regulator of releasing profibrotic mediators (CCL22, CCL24, IL-18, IL-1α, IL-1β), suggesting the therapeutic potential of inducible nitric oxide synthase inhibition in progressive HPSPF.","Arif, Muhammad; Basu, Abhishek; Zuo, Ben Long G; Zuo, Mei Xing G; O'Brien, Kevin J; Pommerolle, Lenny; Caro-Rivera, Lourdes M; De Jesus-Rojas, Wilfredo; Ramos-Benitez, Marcos J; Behan, Molly; Introne, Wendy J; Frost, Graeme; Moaddel, Ruin; Gahl, William A; Malicdan, May Christine V; Gochuico, Bernadette R; Cinar, Resat",17,,American journal of respiratory cell and molecular biology,Am J Respir Cell Mol Biol,2026-01-01,2026,74,1,80-93,10.1165/rcmb.2024-0628OC,,pii:8438562,eng,"Journal Article; Research Support, N.I.H., Extramural",Humans; Hermanski-Pudlak Syndrome / blood / complications / diagnosis; Biomarkers / blood; Female; Male; Prognosis; Pulmonary Fibrosis / blood / diagnosis; Middle Aged; Choline / blood; Adult,Hermansky-Pudlak syndrome; biomarker; inducible nitric oxide synthase; progressive pulmonary fibrosis; rare disease,England,MEDLINE,True,False,False,False,False,False,False,low,https://pubmed.ncbi.nlm.nih.gov/40720784/
216,40719115,complete,NCBI PubMed EFetch XML,Emerging Concepts in Fibroblast Biology and Progressive Pulmonary Fibrosis.,,"Pulmonary fibrosis is characterized by scarring and thickening of the lung parenchyma due to excessive deposition of collagen and other extracellular matrix (ECM) proteins. This leads to disruption of gas exchange areas and ultimately respiratory failure, a pathology shared across multiple interstitial lung diseases (ILDs). Idiopathic pulmonary fibrosis (IPF) is a chronic and progressive ILD characterized by exertional dyspnea, dry cough, and restrictive lung defects. Clinical progression is marked by worsening lung function, declining exercise tolerance, and hypoxemia. High-resolution computed tomography in IPF typically shows reticular opacities and honeycombing, predominantly distributed in the subpleural regions and lower lobes of the lungs. The disease course is variable, with episodes of acute exacerbation associated with high mortality. Myofibroblasts and fibroblasts are central drivers of fibrogenesis through uncontrolled proliferation, migration, survival, senescence, myofibroblast differentiation, and ECM production. Myofibroblasts represent a heterogeneous population in both origin and function, arising from diverse precursor cells, including lung resident fibroblasts, endothelial cells, and mesothelial cells, and are shaped by tissue-specific niches. Persistent activation of (myo)fibroblasts is sustained by a complex network of profibrotic growth factors and their downstream transcriptional regulators. In this review, we comprehensively examine the cellular origins and molecular pathways underlying fibroblast activation, with an emphasis on mechanistic insights that may inform the development of targeted antifibrotic therapies to attenuate disease progression and improve patient outcomes.","Singh, Priyanka; Edjah, Shanda; Shi, Wei; Madala, Satish K",4,,Seminars in respiratory and critical care medicine,Semin Respir Crit Care Med,2025-07-24,2025,46,4,322-329,10.1055/a-2649-9359,,,eng,Journal Article; Review,"Humans; Disease Progression; Idiopathic Pulmonary Fibrosis / physiopathology / pathology; Myofibroblasts / metabolism / pathology; Fibroblasts / metabolism / pathology; Extracellular Matrix / metabolism; Lung / pathology; Tomography, X-Ray Computed; Animals",,United States,MEDLINE,True,False,True,False,True,False,False,high,https://pubmed.ncbi.nlm.nih.gov/40719115/
217,40717875,complete,NCBI PubMed EFetch XML,"Lung Function Changes and Connective Tissue Growth Factor Expression in Idiopathic Pulmonary Fibrosis, Other Progressive Fibrosing Interstitial Lung Diseases, and Post-COVID Fibrosis.",,"Background The clinical course of patients with idiopathic pulmonary fibrosis (IPF) and other progressive interstitial lung diseases (F-ILDs) varies from mild to severe worsening, which makes the development of new diagnostic and prognostic methods even more urgent. A number of studies have shown that plasma connective tissue growth factor (CTGF) is elevated during IPF, and that the levels of this substance are correlated with the changes in forced vital capacity (FVC). The aim of our study was to investigate CTGF levels in patients with F-ILDs group, including its subgroups IPF and other F-ILDs, as well as post-COVID-19 cases, and to assess their association with lung function changes over a 12-month period. Methods A prospective cohort study was conducted with patients observed over 30 months. The involvement period was 18 months, followed by a 12-month observation period. A total of 86 subjects were enrolled in the study. FVC (measured by spirometry), diffusing lung capacity for carbon monoxide (DLCO), and CTGF levels in blood serum (measured by enzyme-linked immunosorbent assay (ELISA)) were assessed at the beginning and end of the study. Results Regression analysis of the correlations between mean serum CTGF levels, FVC, and DLCO changes in the F-ILDs group demonstrated a significant negative correlation between the changes in mean serum CTGF levels, FVC, and DLCO. Similarly, in the IPF, idiopathic nonspecific interstitial pneumonia (iNSIP) and chronic sarcoidosis (IV stage) subgroups, there was a significant negative correlation between changes in mean serum CTGF levels, FVC, and DLCO. However, in the post-COVID-19 group, regression analysis did not reveal any correlations between changes in mean serum CTGF concentrations, FVC, and DLCO. Conclusion Our data suggest a correlation between decreased pulmonary function and increased CTGF levels in patients with IPF and other PPF conditions. Therefore, CTGF emerges as a potential surrogate marker for fibrosis progression in these patients. In contrast, post-COVID-19 fibrosis appears to be a non-progressive fibrotic disease; however, further monitoring is necessary.","Sherozia, Elene; Page, Clive; Kakhniashvili, Tamuna; Tabagari, Nino; Gotua, Maia",5,,Cureus,Cureus,2025-07-24,2025,17,7,e88645,10.7759/cureus.88645,PMC12289458,,eng,Journal Article,,connective tissue growth factor (ctgf); diffuse lung capacity for carbon monoxide (dlco); forced vital capacity (fvc); idiopathic pulmonary fibrosis (ipf); interstitial lung diseases (ilds); post-covid-19; progressive fibrosing interstitial lung diseases (f-ilds); progressive pulmonary fibrosis,United States,PubMed-not-MEDLINE,True,True,False,True,False,True,False,high,https://pubmed.ncbi.nlm.nih.gov/40717875/
218,40715322,complete,NCBI PubMed EFetch XML,Circulating biomarkers in patients with progressive fibrosing interstitial lung disease treated with nintedanib: a pilot study.,,"Progressive fibrosing interstitial lung diseases (PF-ILDs) are characterized by persistent progression and have limited treatment options. The identification of reliable biomarkers to monitor fibrosis and therapeutic response remains a clinical challenge. This study investigated circulating plasma biomarkers associated with PF-ILDs and their potential role in monitoring disease evolution during nintedanib treatment. From 127 putative fibrosis biomarkers, seven candidates were identified with high diagnostic value (area under the curve [AUC] > 0.7), of which five (IGFBP2, PTX3, LGALS1, LGALS9, and MMP2) showed significant dynamic changes (assessed by longitudinal plasma proteomic analysis) in PF-ILD patients treated with 12-months nintedanib, correlating with improvements in forced vital capacity and diffusing capacity of the lung for carbon monoxide. Principal component analysis identified a shift in molecular profiles over time, suggesting nintedanib-induced modulation of these biomarkers. Receiver operating characteristic analysis demonstrated that while LGALS9 maintained a stable predictive value during nintedanib treatment, LGALS1, IGFBP2, PTX3, and MMP2 exhibited increasing AUC scores, indicating their potential role in monitoring fibrosis progression. We also identified optimal biomarker cut-off values at 12 months, which may provide reliable thresholds for fibrosis assessment. In conclusion, our exploratory analysis identified five biomarkers whose plasma concentrations changed during antifibrotic treatment, highlighting their potential prognostic value. Further validation in larger cohorts is needed to confirm their clinical utility.","Miceli, Vitale; Callari, Adriana; Calzolari, Elisa; Castelbuono, Salvatore; Claudia, Carcione; Lanzarone, Nicola; Martino, Lavinia; Conaldi, Pier Giulio; Pinzani, Massimo; Vitulo, Patrizio",10,,Scientific reports,Sci Rep,2025-07-25,2025,15,1,27115,10.1038/s41598-025-12952-1,PMC12297266,pii:10.1038/s41598-025-12952-1,eng,Journal Article,"Humans; Indoles / therapeutic use; Biomarkers / blood; Pilot Projects; Male; Female; Lung Diseases, Interstitial / drug therapy / blood; Middle Aged; Aged; Disease Progression; Matrix Metalloproteinase 2 / blood; Proteomics / methods",,England,MEDLINE,True,True,False,True,False,False,False,high,https://pubmed.ncbi.nlm.nih.gov/40715322/
219,40699499,complete,NCBI PubMed EFetch XML,Mental health burden in progressive pulmonary fibrosis and idiopathic pulmonary fibrosis: Depression and anxiety.,,"BACKGROUND AND AIM: Progressive pulmonary fibrosis (PPF) is an umbrella term for several interstitial lung diseases characterized by the progressive proliferation of fibrous tissue within the lung interstitium. This study aimed to assess the prevalence of depressive and anxiety symptoms among PPF patients and their repercussions on quality of life.
METHODS: Thirty-seven PPF patients undergoing treatment at the Institute for Pulmonary Diseases of Vojvodina, Serbia were enrolled. The SGRQ questionnaire assessed quality of life, while the DASS-21 questionnaire evaluated anxiety and depression symptoms. Sociodemographic and clinical factors were correlated with questionnaires outcomes, and the influence of anxiety and depression symptoms on quality of life was examined.
RESULTS: Anxiety symptoms were detected in 56.75% of PPF patients and were more prevalent in patients previously diagnosed with depression and/or anxiety. Depression symptoms were detected in 45.95% of PPF patients and were more pronounced in the patients with longer duration of PPF, and positive history of malignancies. Stress symptoms were linked to lower PaO2 values and were detected in 37.84% of participants. HRQL was moderately to severely decreased and was lower in patients who, in addition to PPF, also suffered from other respiratory diseases, and was statistically significantly associated with lower DLCO values. A statistically significant correlation has been proven between the presence of anxiety, depression, and stress symptoms and HRQL, as measured through the ""Symptoms"" and ""Impact"" subscales of the SGRQ questionnaire.
CONCLUSIONS: Anxiety and depression symptoms are highly prevalent among PPF patients, exerting substantial impacts on their quality of life.","Javorac, Jovan; Živanović, Dejan; Miladinović, Miljana; Mikić, Andrijana; Dukanac, Vesna; Ilić, Miroslav; Milenković, Ana; Peričević Medić, Sonja; Popović, Tamara; Kašiković Lečić, Svetlana",10,,"Sarcoidosis, vasculitis, and diffuse lung diseases : official journal of WASOG",Sarcoidosis Vasc Diffuse Lung Dis,2025-06-25,2025,42,2,16342,10.36141/svdld.v42i2.16342,PMC12242862,,eng,Journal Article,,,Italy,PubMed-not-MEDLINE,True,False,True,False,True,False,False,high,https://pubmed.ncbi.nlm.nih.gov/40699499/
220,40699284,complete,NCBI PubMed EFetch XML,The role of shear wave elastography in predicting the development of progressive pulmonary fibrosis in patients with rheumatoid arthritis.,,"BACKGROUND: In rheumatoid arthritis (RA) patients, lung involvement is a significant issue that decreases exercise capacity beyond joint problems. Our study aimed to compare intercostal and diaphragmatic shear wave elastography (SWE) measurements in RA patients who developed progressive pulmonary fibrosis (PPF) and those who did not.
METHOD: A total of 117 RA patients followed in our hospital between February 2022 and August 2024 were included in the study. Thirty-seven patients with PPF (group 1) and 80 patients without PPF (group 2) were randomized into groups of 30 for analysis. In addition, 20 healthy individuals served as a control group.
RESULTS: A statistically significant difference was observed in both intercostal and diaphragmatic SWE levels between the groups (p < 0.001). RA patients in groups 1 and 2 showed higher intercostal and diaphragmatic SWE levels compared to controls. Diaphragmatic SWE levels were significantly higher in group 1 compared to group 2 (p = 0.01). The cutoff value for diaphragmatic SWE was determined to be 44.7 kPa, with a sensitivity of 78% and specificity of 60%. Additionally, diaphragmatic SWE levels were negatively correlated with fingertip saturation after the 6-min walk test (R = - 0.78, p = 0.01).
CONCLUSION: Obtaining objective, easily applicable, and low-radiation data is crucial in the early diagnosis and follow-up of PPF. SWE provides a non-invasive method that can be used effectively for the diagnosis and monitoring of PPF in RA patients, contributing to better management of lung involvement in these patients.","Kerget, Buğra; Çınar, İsmail; Akleylek, Cansu; Yeşilyurt, Mustafa; Uçar, Elif Yılmazel; Alper, Fatih",6,,Irish journal of medical science,Ir J Med Sci,2025-07-23,2025,194,4,1371-1378,10.1007/s11845-025-04007-1,,pii:10.1007/s11845-025-04007-1,eng,Journal Article,"Humans; Arthritis, Rheumatoid / complications; Elasticity Imaging Techniques / methods; Male; Female; Middle Aged; Pulmonary Fibrosis / diagnostic imaging / etiology; Aged; Adult; Diaphragm / diagnostic imaging; Disease Progression; Case-Control Studies",Progressive pulmonary fibrosis; Rheumatoid arthritis; Shear wave elastography,Ireland,MEDLINE,True,False,True,False,True,False,False,high,https://pubmed.ncbi.nlm.nih.gov/40699284/
221,40692836,complete,NCBI PubMed EFetch XML,Deupirfenidone (LYT-100) in post-acute sequelae of SARS-CoV-2 with respiratory complications.,,"INTRODUCTION: The pathophysiology of respiratory complications in post-acute sequelae of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection (PASC) is poorly understood, but a high incidence of progressive pulmonary fibrosis was anticipated. Deupirfenidone (LYT-100) is a selectively deuterated form of pirfenidone that retains antifibrotic and anti-inflammatory activity but with improved tolerability. This study evaluated the safety and efficacy of deupirfenidone in PASC patients with respiratory complications.
METHODS: Global, double-blind, randomised placebo-controlled trial evaluating 750 mg deupirfenidone twice daily versus placebo for 3 months in PASC patients with respiratory complications following hospitalisation for acute COVID-19 infection severe enough to necessitate supplemental oxygen (NCT04652518).
RESULTS: 185 patients were randomised and treated (95 with deupirfenidone, 90 with placebo), with 177 included in the modified intention-to-treat population. The mean age was 54.5 years, 62.7% were male and 10.7% had prior mechanical ventilation. The 6-min walk distance improved across both arms between baseline and day 91 (deupirfenidone 44.3 m (95% CI 24.8-63.8 m) versus placebo 48.8 m (95% CI 29.2-68.4 m); p=0.70). The most common treatment-emergent adverse events (TEAEs) for deupirfenidone versus placebo were nausea (9.5% versus 1.1%), upper abdominal discomfort (5.3% versus 2.2%) and dyspepsia (6.3% versus 1.1%). TEAEs leading to trial drug discontinuation were 11.6% for deupirfenidone and 4.4% for placebo. The proportion of discontinuations considered at least possibly related to treatment was 8.6% for deupirfenidone and 2.4% for placebo.
DISCUSSION: Most patients with PASC and respiratory complications showed significant improvement over 91 days irrespective of treatment assignment. Deupirfenidone was well tolerated, with low rates of TEAEs, which supports further investigation in patients with idiopathic pulmonary fibrosis.","Kulkarni, Tejaswini; Santiaguel, Joel; Aul, Raminder; Harnett, Mark; Krop, Julie; Chen, Michael C; Graham, Camilla S; Maher, Toby M",8,,ERJ open research,ERJ Open Res,2025-07-21,2025,11,4,01142-2024,10.1183/23120541.01142-2024,PMC12278312,pii:01142-2024,eng,Journal Article,,,England,PubMed-not-MEDLINE,True,False,False,False,True,False,False,medium,https://pubmed.ncbi.nlm.nih.gov/40692836/
222,40688948,complete,NCBI PubMed EFetch XML,Progressive Systemic Sclerosis-Associated Interstitial Lung Disease With Clinical-Radiographic Dissociation and Delayed Transplant Access: A Case Report.,,"Systemic sclerosis-associated interstitial lung disease (ILD) is a major contributor to morbidity and mortality in patients with diffuse systemic sclerosis. We present the case of a 47-year-old man with fibrotic non-specific interstitial pneumonia who experienced worsening hypoxemia and dyspnea following COVID-19, despite ongoing treatment with mycophenolate mofetil and prednisone. His oxygen requirement increased from 6-8 L/minute to 15 L/minute at rest, even as imaging showed stable fibrosis with improvement in ground-glass opacities, highlighting a clinical-radiographic dissociation. Given concern for progressive fibrosing ILD, immunosuppression was escalated to intravenous cyclophosphamide. Referral for lung transplantation was delayed due to insurance non-acceptance at the region's transplant center, compounding the urgency of his decline. This case underscores the importance of timely recognition of progressive ILD, the limitations of radiographic assessment alone, and the impact of systemic barriers on access to life-saving interventions.","Bakinde, Nicolas; Johnson, Antoinette; Ngo Bakinde, Deborah; Pemu, Priscilla; Flenaugh, Eric",5,,Cureus,Cureus,2025-06-20,2025,17,6,e86412,10.7759/cureus.86412,PMC12276634,,eng,Case Reports; Journal Article,,access to care; clinical-radiographic dissociation; lung transplantation; non-specific interstitial lung disease (nsip); systemic sclerosis (ssc),United States,PubMed-not-MEDLINE,True,False,False,True,False,False,False,medium,https://pubmed.ncbi.nlm.nih.gov/40688948/
223,40683979,complete,NCBI PubMed EFetch XML,Analysis of the relationship between bronchoalveolar lavage lymphocyte fraction and detailed autoimmune features in patients with idiopathic interstitial pneumonia.,,"Bronchoalveolar lavage (BAL) is crucial for the diagnosis of interstitial lung disease (ILD). Although BAL lymphocytosis is found in patients with connective tissue disease (CTD)-related ILD, the effects of CTD-associated features on BAL lymphocytosis have not been elucidated. To identify CTD-associated features that affect BAL lymphocyte fraction in patients with idiopathic interstitial pneumonia (IIP). This post hoc analysis of a prospective, multicentre cohort study was conducted between 2015 and 2020. Overall, 222 patients newly diagnosed with IIP were consecutively enrolled, and 74 autoimmune features were comprehensively analysed during IIP diagnosis. The median age was 71 years, and the median observation period was 36 months. The clinical characteristics related to a significant increase in BAL lymphocyte fraction were consolidation opacity on high-resolution computed tomography (HRCT), morphologic domain of interstitial pneumonia with autoimmune features (IPAF), serum CXCL10 concentration, and acute/subacute onset (all p < 0.05). In contrast, presence of joint lesion/mucocutaneous lesion/dry symptoms, autoantibodies, or other CTD-like features on HRCT and surgical lung biopsy did not affect the BAL lymphocyte fraction (all p ≥ 0.05). Furthermore, a high BAL lymphocyte fraction (≥ 8.5%) was related to a low proportion of progressive pulmonary fibrosis (p < 0.001) and favourable survival (log-rank, p = 0.020) in patients with non-idiopathic pulmonary fibrosis (IPF). IPAF morphologic domain especially with consolidation opacity on HRCT and high CXCL10 concentration, but not CTD-like symptoms, autoantibodies, or CTD-like features on lung biopsy, were related to a high BAL lymphocyte fraction with favourable survival in patients with non-IPF.","Enomoto, Noriyuki; Watanuki, Masayuki; Nakai, Shogo; Yazawa, Shusuke; Mochizuka, Yasutaka; Fukada, Atsuki; Tanaka, Yuko; Naoi, Hyogo; Inoue, Yusuke; Yasui, Hideki; Karayama, Masato; Suzuki, Yuzo; Hozumi, Hironao; Furuhashi, Kazuki; Toyoshima, Mikio; Kono, Masato; Imokawa, Shiro; Fujii, Masato; Akamatsu, Taisuke; Koshimizu, Naoki; Yokomura, Koshi; Matsuda, Hiroyuki; Kaida, Yusuke; Nakamura, Yutaro; Shirai, Masahiro; Mori, Kazutaka; Masuda, Masafumi; Fujisawa, Tomoyuki; Inui, Naoki; Sugiura, Hiroaki; Sumikawa, Hiromitsu; Kitani, Masashi; Tabata, Kazuhiro; Ogawa, Noriyoshi; Suda, Takafumi",35,,Scientific reports,Sci Rep,2025-07-19,2025,15,1,26295,10.1038/s41598-025-12180-7,PMC12276317,pii:10.1038/s41598-025-12180-7,eng,Journal Article; Multicenter Study,"Humans; Male; Aged; Female; Idiopathic Interstitial Pneumonias / immunology / pathology / diagnosis; Middle Aged; Bronchoalveolar Lavage Fluid / cytology / immunology; Lymphocytes / immunology / pathology; Prospective Studies; Tomography, X-Ray Computed; Aged, 80 and over; Autoantibodies / immunology",Bronchoalveolar lavage; Idiopathic interstitial pneumonia; Interstitial pneumonia with autoimmune features; Non-specific interstitial pneumonia; Organizing pneumonia,England,MEDLINE,True,False,False,False,True,True,False,medium,https://pubmed.ncbi.nlm.nih.gov/40683979/
